path,nchains,bb_min,clash,asep,asep_mode,pass_bb,pass_clash,pass_as,ok
rfd_c2_design/1uer_mnfe/1uer_mnfe_symm/design_1uer_mnfe_fix_0.pdb,2,0.2960945794843261,78,7.22980424661999,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1uer_mnfe/1uer_mnfe_symm/design_1uer_mnfe_fix_1.pdb,2,0.7509520623848103,38,10.007925531519728,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1uer_mnfe/1uer_mnfe_symm/design_1uer_mnfe_fix_2.pdb,2,0.4332920493154699,142,5.602010928625938,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1uer_mnfe/1uer_mnfe_symm/design_1uer_mnfe_fix_3.pdb,2,0.3666115110031321,60,8.744307532459175,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1uer_mnfe/1uer_mnfe_symm/design_1uer_mnfe_fix_4.pdb,2,0.4275488276208925,140,5.670368878849262,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xre_mn/1xre_mn_symm/design_1xre_mn_fix_0.pdb,2,0.4038452673982944,162,6.488151209893999,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xre_mn/1xre_mn_symm/design_1xre_mn_fix_1.pdb,2,0.43531482860109416,164,6.529737395100938,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xre_mn/1xre_mn_symm/design_1xre_mn_fix_2.pdb,2,0.3950012658207567,168,6.492731157036384,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xre_mn/1xre_mn_symm/design_1xre_mn_fix_3.pdb,2,0.43624878223325725,172,6.511731635898334,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xre_mn/1xre_mn_symm/design_1xre_mn_fix_4.pdb,2,0.44243191566612877,164,6.49461195208484,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xuq_mn/1xuq_mn_symm/design_1xuq_mn_fix_0.pdb,2,0.5122714124368056,70,7.480825557410636,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xuq_mn/1xuq_mn_symm/design_1xuq_mn_fix_1.pdb,2,0.4896743816047552,70,7.470233337885035,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xuq_mn/1xuq_mn_symm/design_1xuq_mn_fix_2.pdb,2,0.5448008810565562,68,7.456839649008177,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xuq_mn/1xuq_mn_symm/design_1xuq_mn_fix_3.pdb,2,0.5617855462718846,68,7.4634290362802975,HIS-CA(proxy),False,False,False,False
rfd_c2_design/1xuq_mn/1xuq_mn_symm/design_1xuq_mn_fix_4.pdb,2,0.4661898754799376,68,7.485199006256633,HIS-CA(proxy),False,False,False,False
rfd_c2_design/2aps_cuzn/2aps_cuzn_symm/design_2aps_cuzn_fix_0.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aps_cuzn/2aps_cuzn_symm/design_2aps_cuzn_fix_1.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aps_cuzn/2aps_cuzn_symm/design_2aps_cuzn_fix_2.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aps_cuzn/2aps_cuzn_symm/design_2aps_cuzn_fix_3.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aps_cuzn/2aps_cuzn_symm/design_2aps_cuzn_fix_4.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqp_cuzn/2aqp_cuzn_symm/design_2aqp_cuzn_fix_0.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqp_cuzn/2aqp_cuzn_symm/design_2aqp_cuzn_fix_1.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqp_cuzn/2aqp_cuzn_symm/design_2aqp_cuzn_fix_2.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqp_cuzn/2aqp_cuzn_symm/design_2aqp_cuzn_fix_3.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqp_cuzn/2aqp_cuzn_symm/design_2aqp_cuzn_fix_4.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqs_cuzn/2aqs_cuzn_symm/design_2aqs_cuzn_fix_0.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqs_cuzn/2aqs_cuzn_symm/design_2aqs_cuzn_fix_1.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqs_cuzn/2aqs_cuzn_symm/design_2aqs_cuzn_fix_2.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqs_cuzn/2aqs_cuzn_symm/design_2aqs_cuzn_fix_3.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2aqs_cuzn/2aqs_cuzn_symm/design_2aqs_cuzn_fix_4.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/2rcv_mn/2rcv_mn_symm/design_2rcv_mn_fix_0.pdb,2,0.5343977919116056,108,6.585756516753347,HIS-CA(proxy),False,False,False,False
rfd_c2_design/2rcv_mn/2rcv_mn_symm/design_2rcv_mn_fix_1.pdb,2,0.48225926637027894,106,6.618913536839959,HIS-CA(proxy),False,False,False,False
rfd_c2_design/2rcv_mn/2rcv_mn_symm/design_2rcv_mn_fix_2.pdb,2,0.4929432015962892,100,6.6264166756387795,HIS-CA(proxy),False,False,False,False
rfd_c2_design/2rcv_mn/2rcv_mn_symm/design_2rcv_mn_fix_3.pdb,2,0.46710277241737685,94,6.63451546913594,HIS-CA(proxy),False,False,False,False
rfd_c2_design/2rcv_mn/2rcv_mn_symm/design_2rcv_mn_fix_4.pdb,2,0.4991763215538178,102,6.608271205582487,HIS-CA(proxy),False,False,False,False
rfd_c2_design/3kky_mn/3kky_mn_symm/design_3kky_mn_fix_0.pdb,2,0.5137645375072123,152,7.205042253696437,HIS-CA(proxy),False,False,False,False
rfd_c2_design/3kky_mn/3kky_mn_symm/design_3kky_mn_fix_1.pdb,2,0.48279809444528693,154,7.214698743480818,HIS-CA(proxy),False,False,False,False
rfd_c2_design/3kky_mn/3kky_mn_symm/design_3kky_mn_fix_2.pdb,2,0.505581843028406,156,7.220279088958333,HIS-CA(proxy),False,False,False,False
rfd_c2_design/3kky_mn/3kky_mn_symm/design_3kky_mn_fix_3.pdb,2,0.5236687884531595,146,7.212891978525502,HIS-CA(proxy),False,False,False,False
rfd_c2_design/3kky_mn/3kky_mn_symm/design_3kky_mn_fix_4.pdb,2,0.4958901087942772,152,7.215835109433323,HIS-CA(proxy),False,False,False,False
rfd_c2_design/4yip_mnfe/4yip_mnfe_symm/design_4yip_mnfe_fix_0.pdb,2,0.3226220699208285,90,7.140937296278953,HIS-CA(proxy),False,False,False,False
rfd_c2_design/4yip_mnfe/4yip_mnfe_symm/design_4yip_mnfe_fix_1.pdb,2,0.34000588230205603,94,7.1503510175004275,HIS-CA(proxy),False,False,False,False
rfd_c2_design/4yip_mnfe/4yip_mnfe_symm/design_4yip_mnfe_fix_2.pdb,2,0.3217048336596766,92,7.149845204546709,HIS-CA(proxy),False,False,False,False
rfd_c2_design/4yip_mnfe/4yip_mnfe_symm/design_4yip_mnfe_fix_3.pdb,2,0.32614873907467484,94,7.154679616038951,HIS-CA(proxy),False,False,False,False
rfd_c2_design/4yip_mnfe/4yip_mnfe_symm/design_4yip_mnfe_fix_4.pdb,2,0.32591103080442024,92,7.142195592221696,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6pro_mn/6pro_mn_symm/design_6pro_mn_fix_0.pdb,2,0.32287149146371,143,2.125147236195696,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6pro_mn/6pro_mn_symm/design_6pro_mn_fix_1.pdb,2,0.3455444978580904,101,2.1143686856306565,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6pro_mn/6pro_mn_symm/design_6pro_mn_fix_2.pdb,2,0.3440973699405447,103,2.1432943173097443,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6pro_mn/6pro_mn_symm/design_6pro_mn_fix_3.pdb,2,0.398883441621735,103,2.1286008243416035,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6pro_mn/6pro_mn_symm/design_6pro_mn_fix_4.pdb,2,0.34237114364385324,99,2.123561371366315,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6qv9_mn/6qv9_mn_symm/design_6qv9_mn_fix_0.pdb,2,0.7876293544555083,32,7.826007859720572,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6qv9_mn/6qv9_mn_symm/design_6qv9_mn_fix_1.pdb,2,0.7756448929761606,34,7.789934688364185,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6qv9_mn/6qv9_mn_symm/design_6qv9_mn_fix_2.pdb,2,0.7914297189264501,34,7.801331780601336,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6qv9_mn/6qv9_mn_symm/design_6qv9_mn_fix_3.pdb,2,0.788683713537942,34,7.807218392001607,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6qv9_mn/6qv9_mn_symm/design_6qv9_mn_fix_4.pdb,2,0.7574919141482637,34,7.7888226403256215,HIS-CA(proxy),False,False,False,False
rfd_c2_design/6vbs_cuzn/6vbs_cuzn_symm/design_6vbs_cuzn_fix_0.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/6vbs_cuzn/6vbs_cuzn_symm/design_6vbs_cuzn_fix_1.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/6vbs_cuzn/6vbs_cuzn_symm/design_6vbs_cuzn_fix_2.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/6vbs_cuzn/6vbs_cuzn_symm/design_6vbs_cuzn_fix_3.pdb,1,inf,0,nan,n/a,True,True,False,False
rfd_c2_design/6vbs_cuzn/6vbs_cuzn_symm/design_6vbs_cuzn_fix_4.pdb,1,inf,0,nan,n/a,True,True,False,False
